OPP_ID,DATE_KEY,ACCOUNT_ID,SEGMENT_ID,PRODUCT_ID,SALES_REP_ID,OPP_NAME,STAGE,STAGE_ID,AMOUNT,PROBABILITY,EXPECTED_CLOSE_DATE,CLOSE_DATE,DAYS_IN_STAGE,IS_WON,IS_LOST,IS_OPEN,COMPETITOR,CROSS_SELL_POTENTIAL,ACTIVITY_COUNT,CREATED_DATE
OPP-1372,2015-09-25,A003,SEG003,P203,SR08,大塚製薬エンジニアリング サニタリーバルブ,失注,8,16000000,0,2016-01-17,2016-01-17,0,0,1,0,不明,1,9,2015-09-25
OPP-1373,2015-08-16,A003,SEG003,P201,SR09,大塚製薬エンジニアリング ボールバルブ,失注,8,9000000,0,2015-09-14,2015-09-14,0,0,1,0,不明,1,3,2015-08-16
OPP-1374,2015-08-13,A008,SEG003,P202,SR09,三菱ケミカル ダイヤフラムバルブ,失注,8,11000000,0,2015-11-08,2015-11-08,0,0,1,0,なし,1,4,2015-08-13
OPP-1375,2015-12-12,A019,SEG003,P202,SR09,住友化学 ダイヤフラムバルブ,失注,8,8000000,0,2016-01-16,2016-01-16,0,0,1,0,SPX FLOW,1,5,2015-12-12
OPP-1376,2015-05-30,A019,SEG003,P202,SR08,住友化学 ダイヤフラムバルブ,受注,7,14000000,100,2015-11-06,2015-11-06,0,1,0,0,アルファラバル,1,5,2015-05-30
OPP-1377,2015-10-14,A001,SEG003,P201,SR08,東洋化学工業 ボールバルブ,失注,8,6000000,0,2015-11-19,2015-11-19,0,0,1,0,不明,1,5,2015-10-14
OPP-1378,2015-10-31,A003,SEG003,P203,SR09,大塚製薬エンジニアリング サニタリーバルブ,失注,8,12000000,0,2015-12-24,2015-12-24,0,0,1,0,SPX FLOW,1,4,2015-10-31
OPP-1379,2015-04-27,A001,SEG003,P203,SR09,東洋化学工業 サニタリーバルブ,受注,7,16000000,100,2015-10-06,2015-10-06,0,1,0,0,アルファラバル,1,9,2015-04-27
OPP-1380,2015-09-07,A008,SEG003,P201,SR09,三菱ケミカル ボールバルブ,受注,7,10000000,100,2016-02-25,2016-02-25,0,1,0,0,なし,1,3,2015-09-07
OPP-1381,2015-09-03,A008,SEG003,P202,SR08,三菱ケミカル ダイヤフラムバルブ,失注,8,12000000,0,2015-10-18,2015-10-18,0,0,1,0,なし,1,10,2015-09-03
OPP-1382,2016-01-05,A003,SEG003,P203,SR09,大塚製薬エンジニアリング サニタリーバルブ,失注,8,22000000,0,2016-02-19,2016-02-19,0,0,1,0,GEA,1,3,2016-01-05
OPP-1383,2016-02-20,A003,SEG003,P202,SR08,大塚製薬エンジニアリング ダイヤフラムバルブ,失注,8,11000000,0,2016-03-06,2016-03-06,0,0,1,0,SPX FLOW,1,5,2016-02-20
OPP-1384,2015-12-28,A008,SEG003,P203,SR09,三菱ケミカル サニタリーバルブ,失注,8,6000000,0,2016-03-04,2016-03-04,0,0,1,0,なし,1,3,2015-12-28
OPP-1385,2015-07-28,A001,SEG003,P201,SR09,東洋化学工業 ボールバルブ,失注,8,1000000,0,2015-10-16,2015-10-16,0,0,1,0,なし,1,8,2015-07-28
OPP-1386,2015-06-08,A019,SEG003,P202,SR08,住友化学 ダイヤフラムバルブ,失注,8,4000000,0,2015-08-11,2015-08-11,0,0,1,0,アルファラバル,1,14,2015-06-08
OPP-1387,2015-06-06,A015,SEG003,P203,SR08,花王 サニタリーバルブ,受注,7,21000000,100,2015-09-10,2015-09-10,0,1,0,0,不明,1,10,2015-06-06
OPP-1388,2015-07-29,A008,SEG003,P202,SR09,三菱ケミカル ダイヤフラムバルブ,受注,7,10000000,100,2015-10-18,2015-10-18,0,1,0,0,GEA,1,4,2015-07-29
OPP-1389,2015-09-08,A003,SEG003,P201,SR08,大塚製薬エンジニアリング ボールバルブ,受注,7,6000000,100,2016-02-22,2016-02-22,0,1,0,0,SPX FLOW,1,8,2015-09-08
OPP-1390,2015-06-01,A015,SEG003,P202,SR09,花王 ダイヤフラムバルブ,受注,7,7000000,100,2015-09-16,2015-09-16,0,1,0,0,不明,1,3,2015-06-01
OPP-1391,2015-08-06,A003,SEG003,P201,SR09,大塚製薬エンジニアリング ボールバルブ,失注,8,2000000,0,2015-10-09,2015-10-09,0,0,1,0,なし,1,3,2015-08-06
OPP-1392,2015-06-29,A008,SEG003,P203,SR09,三菱ケミカル サニタリーバルブ,受注,7,25000000,100,2015-11-09,2015-11-09,0,1,0,0,不明,1,10,2015-06-29
OPP-1393,2015-06-11,A001,SEG003,P203,SR08,東洋化学工業 サニタリーバルブ,受注,7,15000000,100,2015-07-26,2015-07-26,0,1,0,0,不明,1,8,2015-06-11
OPP-1394,2016-02-17,A015,SEG003,P201,SR08,花王 ボールバルブ,失注,8,5000000,0,2016-03-12,2016-03-12,0,0,1,0,なし,1,14,2016-02-17
OPP-1395,2015-07-11,A001,SEG003,P202,SR08,東洋化学工業 ダイヤフラムバルブ,失注,8,19000000,0,2015-09-19,2015-09-19,0,0,1,0,不明,1,7,2015-07-11
OPP-1396,2015-11-23,A001,SEG003,P201,SR09,東洋化学工業 ボールバルブ,受注,7,1000000,100,2016-05-17,2016-05-17,0,1,0,0,なし,1,9,2015-11-23
OPP-1397,2015-06-28,A015,SEG003,P202,SR08,花王 ダイヤフラムバルブ,受注,7,14000000,100,2015-09-13,2015-09-13,0,1,0,0,SPX FLOW,1,9,2015-06-28
OPP-1398,2016-02-10,A001,SEG003,P202,SR08,東洋化学工業 ダイヤフラムバルブ,受注,7,13000000,100,2016-05-25,2016-05-25,0,1,0,0,なし,1,11,2016-02-10
OPP-1399,2015-10-14,A001,SEG003,P203,SR09,東洋化学工業 サニタリーバルブ,受注,7,5000000,100,2016-01-03,2016-01-03,0,1,0,0,なし,1,6,2015-10-14
OPP-1400,2015-10-01,A015,SEG003,P203,SR08,花王 サニタリーバルブ,受注,7,24000000,100,2016-03-03,2016-03-03,0,1,0,0,SPX FLOW,1,14,2015-10-01
OPP-1401,2015-04-14,A015,SEG003,P203,SR09,花王 サニタリーバルブ,受注,7,10000000,100,2015-07-09,2015-07-09,0,1,0,0,アルファラバル,1,7,2015-04-14
OPP-1402,2016-01-25,A019,SEG003,P201,SR09,住友化学 ボールバルブ,失注,8,5000000,0,2016-02-28,2016-02-28,0,0,1,0,アルファラバル,1,6,2016-01-25
OPP-1403,2015-04-29,A008,SEG003,P203,SR08,三菱ケミカル サニタリーバルブ,失注,8,17000000,0,2015-06-10,2015-06-10,0,0,1,0,なし,1,11,2015-04-29
OPP-1404,2015-09-10,A003,SEG003,P202,SR08,大塚製薬エンジニアリング ダイヤフラムバルブ,失注,8,6000000,0,2015-12-22,2015-12-22,0,0,1,0,SPX FLOW,1,14,2015-09-10
OPP-1405,2016-01-14,A019,SEG003,P201,SR09,住友化学 ボールバルブ,失注,8,7000000,0,2016-05-10,2016-05-10,0,0,1,0,なし,1,7,2016-01-14
OPP-1406,2015-07-29,A001,SEG003,P201,SR09,東洋化学工業 ボールバルブ,失注,8,2000000,0,2015-08-14,2015-08-14,0,0,1,0,なし,1,10,2015-07-29
OPP-1407,2015-06-06,A019,SEG003,P201,SR09,住友化学 ボールバルブ,受注,7,3000000,100,2015-08-20,2015-08-20,0,1,0,0,不明,1,8,2015-06-06
OPP-1408,2015-06-12,A003,SEG003,P201,SR08,大塚製薬エンジニアリング ボールバルブ,失注,8,7000000,0,2015-09-01,2015-09-01,0,0,1,0,不明,1,10,2015-06-12
OPP-1409,2015-09-20,A015,SEG003,P201,SR09,花王 ボールバルブ,受注,7,7000000,100,2015-11-23,2015-11-23,0,1,0,0,GEA,1,9,2015-09-20
OPP-1410,2016-01-13,A008,SEG003,P203,SR09,三菱ケミカル サニタリーバルブ,失注,8,8000000,0,2016-04-14,2016-04-14,0,0,1,0,不明,1,8,2016-01-13
OPP-1411,2016-03-18,A015,SEG003,P201,SR08,花王 ボールバルブ,受注,7,4000000,100,2016-06-01,2016-06-01,0,1,0,0,なし,1,5,2016-03-18
OPP-1412,2016-02-03,A019,SEG003,P203,SR09,住友化学 サニタリーバルブ,受注,7,4000000,100,2016-04-29,2016-04-29,0,1,0,0,なし,1,4,2016-02-03
OPP-1413,2015-07-31,A008,SEG003,P202,SR08,三菱ケミカル ダイヤフラムバルブ,受注,7,15000000,100,2015-11-19,2015-11-19,0,1,0,0,GEA,1,15,2015-07-31
OPP-1414,2015-07-17,A015,SEG003,P201,SR09,花王 ボールバルブ,受注,7,1000000,100,2015-09-02,2015-09-02,0,1,0,0,SPX FLOW,1,7,2015-07-17
OPP-1415,2015-11-01,A001,SEG003,P201,SR08,東洋化学工業 ボールバルブ,失注,8,5000000,0,2016-01-06,2016-01-06,0,0,1,0,なし,1,11,2015-11-01
OPP-1416,2016-01-21,A001,SEG003,P202,SR09,東洋化学工業 ダイヤフラムバルブ,失注,8,16000000,0,2016-05-01,2016-05-01,0,0,1,0,GEA,1,5,2016-01-21
OPP-1417,2015-09-11,A001,SEG003,P202,SR08,東洋化学工業 ダイヤフラムバルブ,受注,7,7000000,100,2015-11-06,2015-11-06,0,1,0,0,アルファラバル,1,10,2015-09-11
OPP-1418,2016-01-06,A003,SEG003,P201,SR09,大塚製薬エンジニアリング ボールバルブ,失注,8,9000000,0,2016-01-31,2016-01-31,0,0,1,0,SPX FLOW,1,10,2016-01-06
OPP-1419,2015-06-24,A015,SEG003,P203,SR08,花王 サニタリーバルブ,失注,8,28000000,0,2015-09-01,2015-09-01,0,0,1,0,GEA,1,5,2015-06-24
OPP-1420,2015-10-27,A003,SEG003,P201,SR09,大塚製薬エンジニアリング ボールバルブ,失注,8,12000000,0,2016-02-10,2016-02-10,0,0,1,0,なし,1,7,2015-10-27
OPP-1421,2015-04-26,A008,SEG003,P203,SR09,三菱ケミカル サニタリーバルブ,受注,7,9000000,100,2015-10-13,2015-10-13,0,1,0,0,不明,1,10,2015-04-26
OPP-1422,2015-05-15,A008,SEG003,P201,SR08,三菱ケミカル ボールバルブ,受注,7,1000000,100,2015-10-14,2015-10-14,0,1,0,0,GEA,1,6,2015-05-15
OPP-1423,2015-05-12,A003,SEG003,P201,SR08,大塚製薬エンジニアリング ボールバルブ,受注,7,8000000,100,2015-07-10,2015-07-10,0,1,0,0,SPX FLOW,1,11,2015-05-12
OPP-1424,2016-01-04,A008,SEG003,P202,SR09,三菱ケミカル ダイヤフラムバルブ,受注,7,4000000,100,2016-05-07,2016-05-07,0,1,0,0,なし,1,8,2016-01-04
OPP-1425,2015-11-25,A001,SEG003,P201,SR09,東洋化学工業 ボールバルブ,受注,7,4000000,100,2016-03-02,2016-03-02,0,1,0,0,なし,1,3,2015-11-25
OPP-1426,2016-01-03,A001,SEG003,P201,SR08,東洋化学工業 ボールバルブ,受注,7,8000000,100,2016-07-01,2016-07-01,0,1,0,0,GEA,1,13,2016-01-03
OPP-1427,2015-12-31,A019,SEG003,P201,SR09,住友化学 ボールバルブ,失注,8,6000000,0,2016-03-14,2016-03-14,0,0,1,0,なし,1,6,2015-12-31
OPP-1428,2015-04-18,A001,SEG003,P202,SR09,東洋化学工業 ダイヤフラムバルブ,失注,8,9000000,0,2015-07-07,2015-07-07,0,0,1,0,不明,1,5,2015-04-18
OPP-1429,2015-06-25,A003,SEG003,P201,SR09,大塚製薬エンジニアリング ボールバルブ,失注,8,11000000,0,2015-10-20,2015-10-20,0,0,1,0,GEA,1,5,2015-06-25
OPP-1430,2015-11-09,A001,SEG003,P201,SR09,東洋化学工業 ボールバルブ,受注,7,12000000,100,2016-01-15,2016-01-15,0,1,0,0,不明,1,7,2015-11-09
OPP-1431,2015-10-21,A001,SEG003,P202,SR08,東洋化学工業 ダイヤフラムバルブ,失注,8,9000000,0,2015-12-09,2015-12-09,0,0,1,0,なし,1,12,2015-10-21
OPP-1432,2015-06-15,A001,SEG003,P201,SR09,東洋化学工業 ボールバルブ,失注,8,6000000,0,2015-09-11,2015-09-11,0,0,1,0,不明,1,4,2015-06-15
OPP-1433,2015-09-24,A008,SEG003,P201,SR08,三菱ケミカル ボールバルブ,失注,8,11000000,0,2015-11-10,2015-11-10,0,0,1,0,なし,1,15,2015-09-24
OPP-1434,2015-10-24,A001,SEG003,P202,SR09,東洋化学工業 ダイヤフラムバルブ,受注,7,5000000,100,2016-03-04,2016-03-04,0,1,0,0,アルファラバル,1,9,2015-10-24
OPP-1435,2015-08-16,A001,SEG003,P202,SR08,東洋化学工業 ダイヤフラムバルブ,失注,8,15000000,0,2015-09-01,2015-09-01,0,0,1,0,SPX FLOW,1,9,2015-08-16
OPP-1436,2016-03-16,A015,SEG003,P202,SR09,花王 ダイヤフラムバルブ,受注,7,17000000,100,2016-06-12,2016-06-12,0,1,0,0,GEA,1,7,2016-03-16
OPP-1437,2015-10-31,A008,SEG003,P203,SR09,三菱ケミカル サニタリーバルブ,失注,8,10000000,0,2015-11-25,2015-11-25,0,0,1,0,GEA,1,10,2015-10-31
OPP-1438,2015-10-09,A015,SEG003,P201,SR09,花王 ボールバルブ,失注,8,9000000,0,2015-12-27,2015-12-27,0,0,1,0,不明,1,5,2015-10-09
OPP-1439,2015-12-25,A019,SEG003,P201,SR09,住友化学 ボールバルブ,失注,8,5000000,0,2016-01-11,2016-01-11,0,0,1,0,GEA,1,6,2015-12-25
OPP-1440,2015-04-26,A003,SEG003,P201,SR08,大塚製薬エンジニアリング ボールバルブ,失注,8,1000000,0,2015-08-08,2015-08-08,0,0,1,0,GEA,1,9,2015-04-26
OPP-1441,2015-06-03,A019,SEG003,P202,SR09,住友化学 ダイヤフラムバルブ,失注,8,9000000,0,2015-07-17,2015-07-17,0,0,1,0,SPX FLOW,1,10,2015-06-03
OPP-1442,2015-11-29,A003,SEG003,P203,SR09,大塚製薬エンジニアリング サニタリーバルブ,失注,8,28000000,0,2016-01-26,2016-01-26,0,0,1,0,SPX FLOW,1,5,2015-11-29
OPP-1443,2015-04-26,A008,SEG003,P202,SR08,三菱ケミカル ダイヤフラムバルブ,受注,7,2000000,100,2015-10-19,2015-10-19,0,1,0,0,不明,1,8,2015-04-26
OPP-1444,2015-10-27,A003,SEG003,P201,SR08,大塚製薬エンジニアリング ボールバルブ,失注,8,4000000,0,2016-02-17,2016-02-17,0,0,1,0,不明,1,15,2015-10-27
OPP-1445,2016-02-02,A003,SEG003,P201,SR09,大塚製薬エンジニアリング ボールバルブ,失注,8,8000000,0,2016-03-15,2016-03-15,0,0,1,0,SPX FLOW,1,7,2016-02-02
OPP-1446,2015-09-26,A015,SEG003,P203,SR09,花王 サニタリーバルブ,受注,7,27000000,100,2015-12-20,2015-12-20,0,1,0,0,なし,1,7,2015-09-26
OPP-1447,2015-12-18,A019,SEG003,P203,SR09,住友化学 サニタリーバルブ,失注,8,6000000,0,2016-02-17,2016-02-17,0,0,1,0,なし,1,7,2015-12-18
OPP-1448,2015-08-20,A015,SEG003,P202,SR08,花王 ダイヤフラムバルブ,失注,8,3000000,0,2015-10-08,2015-10-08,0,0,1,0,SPX FLOW,1,15,2015-08-20
OPP-1449,2015-08-02,A003,SEG003,P203,SR09,大塚製薬エンジニアリング サニタリーバルブ,失注,8,7000000,0,2015-11-27,2015-11-27,0,0,1,0,不明,1,9,2015-08-02
OPP-1450,2016-03-01,A003,SEG003,P203,SR09,大塚製薬エンジニアリング サニタリーバルブ,失注,8,22000000,0,2016-04-21,2016-04-21,0,0,1,0,SPX FLOW,1,9,2016-03-01
OPP-1451,2016-01-18,A001,SEG003,P202,SR09,東洋化学工業 ダイヤフラムバルブ,失注,8,12000000,0,2016-03-15,2016-03-15,0,0,1,0,なし,1,6,2016-01-18
OPP-1452,2015-06-27,A008,SEG003,P203,SR09,三菱ケミカル サニタリーバルブ,失注,8,16000000,0,2015-09-20,2015-09-20,0,0,1,0,GEA,1,7,2015-06-27
OPP-1453,2016-01-12,A003,SEG003,P201,SR09,大塚製薬エンジニアリング ボールバルブ,失注,8,9000000,0,2016-02-18,2016-02-18,0,0,1,0,なし,1,8,2016-01-12
OPP-1454,2015-09-05,A003,SEG003,P203,SR08,大塚製薬エンジニアリング サニタリーバルブ,受注,7,12000000,100,2015-12-28,2015-12-28,0,1,0,0,SPX FLOW,1,9,2015-09-05
OPP-1455,2015-11-27,A015,SEG003,P203,SR09,花王 サニタリーバルブ,受注,7,26000000,100,2016-05-24,2016-05-24,0,1,0,0,なし,1,4,2015-11-27
OPP-1456,2016-03-14,A019,SEG003,P202,SR08,住友化学 ダイヤフラムバルブ,受注,7,4000000,100,2016-06-28,2016-06-28,0,1,0,0,なし,1,5,2016-03-14
OPP-1457,2016-01-17,A003,SEG003,P201,SR08,大塚製薬エンジニアリング ボールバルブ,失注,8,5000000,0,2016-03-29,2016-03-29,0,0,1,0,GEA,1,10,2016-01-17
OPP-1458,2016-02-18,A001,SEG003,P203,SR08,東洋化学工業 サニタリーバルブ,失注,8,16000000,0,2016-04-12,2016-04-12,0,0,1,0,なし,1,5,2016-02-18
OPP-1459,2015-06-26,A008,SEG003,P201,SR09,三菱ケミカル ボールバルブ,失注,8,3000000,0,2015-07-30,2015-07-30,0,0,1,0,なし,1,4,2015-06-26
OPP-1460,2015-12-01,A015,SEG003,P201,SR09,花王 ボールバルブ,受注,7,5000000,100,2016-01-09,2016-01-09,0,1,0,0,なし,1,6,2015-12-01
OPP-1461,2015-12-28,A001,SEG003,P203,SR09,東洋化学工業 サニタリーバルブ,受注,7,27000000,100,2016-01-28,2016-01-28,0,1,0,0,なし,1,6,2015-12-28
OPP-1462,2015-10-14,A008,SEG003,P201,SR09,三菱ケミカル ボールバルブ,失注,8,2000000,0,2015-12-06,2015-12-06,0,0,1,0,GEA,1,4,2015-10-14
OPP-1463,2015-12-23,A008,SEG003,P201,SR09,三菱ケミカル ボールバルブ,失注,8,6000000,0,2016-02-18,2016-02-18,0,0,1,0,なし,1,5,2015-12-23
OPP-1464,2015-06-24,A008,SEG003,P202,SR09,三菱ケミカル ダイヤフラムバルブ,失注,8,15000000,0,2015-10-19,2015-10-19,0,0,1,0,なし,1,3,2015-06-24
OPP-1465,2015-04-12,A003,SEG003,P201,SR08,大塚製薬エンジニアリング ボールバルブ,失注,8,3000000,0,2015-05-17,2015-05-17,0,0,1,0,アルファラバル,1,10,2015-04-12
OPP-1466,2015-08-09,A015,SEG003,P203,SR08,花王 サニタリーバルブ,失注,8,26000000,0,2015-11-10,2015-11-10,0,0,1,0,アルファラバル,1,14,2015-08-09
OPP-1467,2015-05-30,A001,SEG003,P201,SR08,東洋化学工業 ボールバルブ,受注,7,2000000,100,2015-10-04,2015-10-04,0,1,0,0,アルファラバル,1,13,2015-05-30
OPP-1468,2016-03-17,A003,SEG003,P202,SR09,大塚製薬エンジニアリング ダイヤフラムバルブ,失注,8,6000000,0,2016-05-08,2016-05-08,0,0,1,0,なし,1,4,2016-03-17
OPP-1469,2015-06-10,A019,SEG003,P203,SR09,住友化学 サニタリーバルブ,受注,7,19000000,100,2015-08-05,2015-08-05,0,1,0,0,なし,1,4,2015-06-10
OPP-1470,2016-02-06,A001,SEG003,P202,SR08,東洋化学工業 ダイヤフラムバルブ,受注,7,11000000,100,2016-05-13,2016-05-13,0,1,0,0,不明,1,13,2016-02-06
OPP-1471,2015-04-21,A015,SEG003,P201,SR09,花王 ボールバルブ,失注,8,4000000,0,2015-05-31,2015-05-31,0,0,1,0,なし,1,10,2015-04-21
OPP-1472,2015-05-16,A001,SEG003,P202,SR08,東洋化学工業 ダイヤフラムバルブ,失注,8,2000000,0,2015-09-13,2015-09-13,0,0,1,0,なし,1,15,2015-05-16
OPP-1473,2015-05-09,A001,SEG003,P202,SR08,東洋化学工業 ダイヤフラムバルブ,失注,8,16000000,0,2015-06-04,2015-06-04,0,0,1,0,SPX FLOW,1,15,2015-05-09
OPP-1474,2015-04-26,A008,SEG003,P201,SR09,三菱ケミカル ボールバルブ,受注,7,4000000,100,2015-07-09,2015-07-09,0,1,0,0,不明,1,3,2015-04-26
OPP-1475,2015-05-30,A008,SEG003,P202,SR09,三菱ケミカル ダイヤフラムバルブ,受注,7,9000000,100,2015-07-10,2015-07-10,0,1,0,0,アルファラバル,1,5,2015-05-30
OPP-1476,2015-11-11,A008,SEG003,P203,SR08,三菱ケミカル サニタリーバルブ,失注,8,13000000,0,2015-12-29,2015-12-29,0,0,1,0,なし,1,6,2015-11-11
OPP-1477,2015-10-22,A003,SEG003,P202,SR09,大塚製薬エンジニアリング ダイヤフラムバルブ,失注,8,4000000,0,2015-12-09,2015-12-09,0,0,1,0,不明,1,9,2015-10-22
OPP-1478,2015-06-25,A015,SEG003,P203,SR09,花王 サニタリーバルブ,受注,7,20000000,100,2015-08-09,2015-08-09,0,1,0,0,不明,1,5,2015-06-25
OPP-1479,2016-01-17,A019,SEG003,P201,SR09,住友化学 ボールバルブ,失注,8,6000000,0,2016-02-23,2016-02-23,0,0,1,0,なし,1,9,2016-01-17
OPP-1480,2015-12-06,A003,SEG003,P202,SR08,大塚製薬エンジニアリング ダイヤフラムバルブ,受注,7,10000000,100,2016-04-19,2016-04-19,0,1,0,0,なし,1,5,2015-12-06
OPP-1481,2016-03-13,A008,SEG003,P201,SR09,三菱ケミカル ボールバルブ,失注,8,1000000,0,2016-06-30,2016-06-30,0,0,1,0,なし,1,6,2016-03-13
OPP-1482,2016-03-24,A019,SEG003,P203,SR09,住友化学 サニタリーバルブ,失注,8,17000000,0,2016-06-01,2016-06-01,0,0,1,0,なし,1,6,2016-03-24
OPP-1483,2016-01-11,A015,SEG003,P202,SR09,花王 ダイヤフラムバルブ,失注,8,5000000,0,2016-04-12,2016-04-12,0,0,1,0,アルファラバル,1,3,2016-01-11
OPP-1484,2015-12-10,A019,SEG003,P203,SR08,住友化学 サニタリーバルブ,失注,8,26000000,0,2016-01-02,2016-01-02,0,0,1,0,不明,1,12,2015-12-10
OPP-1485,2015-04-26,A008,SEG003,P202,SR08,三菱ケミカル ダイヤフラムバルブ,失注,8,19000000,0,2015-07-19,2015-07-19,0,0,1,0,なし,1,11,2015-04-26
OPP-1486,2016-01-19,A001,SEG003,P202,SR08,東洋化学工業 ダイヤフラムバルブ,受注,7,10000000,100,2016-06-24,2016-06-24,0,1,0,0,なし,1,10,2016-01-19
OPP-1487,2015-10-29,A001,SEG003,P201,SR09,東洋化学工業 ボールバルブ,受注,7,2000000,100,2016-04-16,2016-04-16,0,1,0,0,アルファラバル,1,4,2015-10-29
OPP-1488,2016-03-01,A019,SEG003,P203,SR09,住友化学 サニタリーバルブ,失注,8,18000000,0,2016-04-27,2016-04-27,0,0,1,0,SPX FLOW,1,3,2016-03-01
OPP-1489,2016-02-12,A008,SEG003,P201,SR09,三菱ケミカル ボールバルブ,失注,8,7000000,0,2016-05-27,2016-05-27,0,0,1,0,なし,1,8,2016-02-12
OPP-1490,2016-03-03,A001,SEG003,P203,SR09,東洋化学工業 サニタリーバルブ,受注,7,6000000,100,2016-06-28,2016-06-28,0,1,0,0,SPX FLOW,1,7,2016-03-03
OPP-1491,2015-06-24,A001,SEG003,P203,SR09,東洋化学工業 サニタリーバルブ,失注,8,4000000,0,2015-10-21,2015-10-21,0,0,1,0,なし,1,9,2015-06-24
OPP-1492,2015-06-01,A019,SEG003,P201,SR09,住友化学 ボールバルブ,失注,8,3000000,0,2015-08-04,2015-08-04,0,0,1,0,GEA,1,10,2015-06-01
OPP-1493,2015-04-24,A001,SEG003,P201,SR09,東洋化学工業 ボールバルブ,失注,8,9000000,0,2015-08-02,2015-08-02,0,0,1,0,なし,1,4,2015-04-24
OPP-1494,2015-06-08,A019,SEG003,P202,SR09,住友化学 ダイヤフラムバルブ,失注,8,19000000,0,2015-06-22,2015-06-22,0,0,1,0,なし,1,3,2015-06-08
OPP-1495,2015-12-17,A019,SEG003,P203,SR09,住友化学 サニタリーバルブ,失注,8,16000000,0,2016-01-22,2016-01-22,0,0,1,0,なし,1,5,2015-12-17
OPP-1496,2016-02-02,A001,SEG003,P203,SR08,東洋化学工業 サニタリーバルブ,失注,8,13000000,0,2016-03-28,2016-03-28,0,0,1,0,なし,1,11,2016-02-02
OPP-1497,2015-09-23,A008,SEG003,P202,SR08,三菱ケミカル ダイヤフラムバルブ,失注,8,9000000,0,2015-12-03,2015-12-03,0,0,1,0,不明,1,7,2015-09-23
OPP-1498,2015-12-19,A019,SEG003,P201,SR09,住友化学 ボールバルブ,受注,7,9000000,100,2016-06-06,2016-06-06,0,1,0,0,不明,1,8,2015-12-19
OPP-1499,2015-08-27,A003,SEG003,P203,SR08,大塚製薬エンジニアリング サニタリーバルブ,失注,8,9000000,0,2015-12-05,2015-12-05,0,0,1,0,GEA,1,15,2015-08-27
OPP-1500,2016-01-13,A001,SEG003,P201,SR09,東洋化学工業 ボールバルブ,失注,8,9000000,0,2016-04-09,2016-04-09,0,0,1,0,なし,1,9,2016-01-13
OPP-1501,2015-12-24,A015,SEG003,P203,SR09,花王 サニタリーバルブ,受注,7,24000000,100,2016-04-29,2016-04-29,0,1,0,0,GEA,1,3,2015-12-24
OPP-1502,2015-06-22,A003,SEG003,P203,SR08,大塚製薬エンジニアリング サニタリーバルブ,失注,8,10000000,0,2015-10-01,2015-10-01,0,0,1,0,SPX FLOW,1,7,2015-06-22
OPP-1503,2015-04-17,A003,SEG003,P201,SR09,大塚製薬エンジニアリング ボールバルブ,受注,7,9000000,100,2015-09-09,2015-09-09,0,1,0,0,アルファラバル,1,6,2015-04-17
OPP-1504,2016-03-22,A003,SEG003,P203,SR09,大塚製薬エンジニアリング サニタリーバルブ,受注,7,17000000,100,2016-05-03,2016-05-03,0,1,0,0,なし,1,9,2016-03-22
OPP-1505,2015-08-07,A019,SEG003,P202,SR09,住友化学 ダイヤフラムバルブ,受注,7,3000000,100,2015-12-28,2015-12-28,0,1,0,0,不明,1,6,2015-08-07
OPP-1506,2016-02-03,A019,SEG003,P203,SR09,住友化学 サニタリーバルブ,受注,7,18000000,100,2016-04-22,2016-04-22,0,1,0,0,SPX FLOW,1,10,2016-02-03
OPP-1507,2015-12-20,A003,SEG003,P201,SR08,大塚製薬エンジニアリング ボールバルブ,受注,7,12000000,100,2016-01-29,2016-01-29,0,1,0,0,なし,1,9,2015-12-20
OPP-1508,2015-08-09,A003,SEG003,P203,SR09,大塚製薬エンジニアリング サニタリーバルブ,受注,7,7000000,100,2016-01-05,2016-01-05,0,1,0,0,なし,1,5,2015-08-09
OPP-1509,2016-02-15,A008,SEG003,P201,SR08,三菱ケミカル ボールバルブ,失注,8,8000000,0,2016-05-23,2016-05-23,0,0,1,0,SPX FLOW,1,12,2016-02-15
OPP-1510,2015-09-10,A001,SEG003,P203,SR09,東洋化学工業 サニタリーバルブ,失注,8,24000000,0,2015-10-17,2015-10-17,0,0,1,0,なし,1,4,2015-09-10
OPP-1511,2015-10-24,A015,SEG003,P203,SR08,花王 サニタリーバルブ,受注,7,17000000,100,2016-01-18,2016-01-18,0,1,0,0,GEA,1,15,2015-10-24
OPP-1512,2016-02-11,A008,SEG003,P202,SR09,三菱ケミカル ダイヤフラムバルブ,失注,8,7000000,0,2016-05-06,2016-05-06,0,0,1,0,不明,1,3,2016-02-11
OPP-1513,2016-02-23,A015,SEG003,P201,SR09,花王 ボールバルブ,失注,8,4000000,0,2016-05-26,2016-05-26,0,0,1,0,GEA,1,3,2016-02-23
OPP-1514,2015-05-29,A015,SEG003,P203,SR09,花王 サニタリーバルブ,受注,7,27000000,100,2015-11-13,2015-11-13,0,1,0,0,なし,1,7,2015-05-29
OPP-1515,2015-11-15,A019,SEG003,P201,SR09,住友化学 ボールバルブ,失注,8,10000000,0,2016-01-05,2016-01-05,0,0,1,0,なし,1,6,2015-11-15
